Brand Name;Parent Company;If Parent Company does not appear automatically or needs correction, please add here.;Item Description;Type of Product;Type of Material;Layers;Total Count;City;Provinces;Time of Audit;Type of Audit;Specifics of Audit
Fair & Lovely;Unilever;;Cosmetic Packaging;PC;O;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
153;Batu Karang Indonesia;;Cigarette;SM;O;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Biskuat;Mega global food;;FOOD PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
So Klin;Wings;;Detergen;PC;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Pop Ice;Forisa;;BEVERAGE PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Oelmas;CV. Indoniaga kab. TTU;;CUP;FP;PET;SL;3;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Stick Duo Joger;;Local Brand;FOOD PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Kacang Layar;;Local Brand;FOOD PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
ABC Mocca;Santos Jaya Abadi;;BEVERAGE PACKAGING;FP;LDPE;ML;3;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Teh Rio;Wings;;CUP;FP;PET;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Le Minerale;Mayora Indah;;BOTTLE ;FP;PET;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Le Minerale;Mayora Indah;;BOTTLE CAP;FP;PP;SL;2;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;BOTTLE ;FP;PET;SL;30;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;BOTTLE CAP;FP;PP;SL;24;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Floridina;Wings Indonesia;;BOTTLE ;FP;PET;SL;3;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Floridina;Wings Indonesia;;BOTTLE CAP;FP;PP;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Chocolatos;Garuda Food;;FOOD PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Kiko;Pandaria Makmur (Kiko Fact);PT United Family Food;LABEL;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;PLASTIC PACKAGING;PM;LDPE;SL;4;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;Plastic Strap;O;O;ML;30;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Vernum;Local Brand;;CUP;FP;PET;SL;2;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Rexona;Unilever;;DEODORANT;PC;O;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Ladamas;;Local Brand;Seasoning Packaging;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Bolu Strawberry;;Local Brand;FOOD PACKAGING;FP;LDPE;ML;2;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Surya;Gudang Garam Tbk.;;Cigarette Pack;SM;O;ML;3;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;BOTTLE ;FP;PET;SL;41;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Mamypoko;LG Household & Health Care;;Pampers;PC;O;ML;10;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;Plastic Strap;FG;O;ML;38;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Cendrawasih;;Local Brand;FOOD COLORING;FG;O;Unsure;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Dancow;Nestle;;BEVERAGE PACKAGING;FP;LDPE;ML;2;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Top Coffe;Wings;;BEVERAGE PACKAGING;FP;LDPE;ML;3;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Tugu Buaya;Indraco Global Indonesia;;COFFE;FP;LDPE;SL;4;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Mizone;Danone;;BOTTLE ;FP;PET;SL;5;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Milku;Wings;;BOTTLE ;FP;PET;SL;6;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;MILK;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Nu Green Tea;;ABC President;BOTTLE ;FP;PET;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;COOKING OIL;FP;PET;SL;2;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;PIPE;HP;PVC;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;BOTTLE ;FP;PET;SL;64;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Pepsodent;Unilever;;TOOTHPASTE;PC;PP;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;GLOVES;HP;O;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;CLOTH SACKS;O;O;Unsure;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;BOTTLE ;FP;PET;SL;2;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;BRACELET;O;O;Unsure;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;PAINTBRUSH;HP;O;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Fanta;The Coca-Cola Company;;BOTTLE CAP;FP;PP;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Melly;;Local Brand;SLIPPERS;PC;O;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;ICE CREAM;FP;LDPE;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Marie;RBC;;FOOD PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;MEDICINE;PC;O;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
UBN Biscuit;;PT United Waru Biscuit;FOOD PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Mineral Flow;;Local Brand;BOTTLE ;FP;PET;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;FOOD PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Ojoy;;Starsun Kreasindo Industry;BEVERAGE PACKAGING;FP;LDPE;ML;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;CUP;FP;PET;SL;4;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
AQUA;Danone;;BOTTLE ;FP;PET;SL;8;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;Plastic Strap;O;O;ML;4;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;OIL;O;O;SL;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
No Brand;Unbranded;;BOTTLE ;FP;PET;SL;27;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
Good Day Coffe;;PT Santos Jaya Abadi;BOTTLE ;FP;PET;SL ;1;Kupang;East Nusa Tenggara;15/09/2023;Outdoor;Coast/Shoreline
